"REF_DATE","GEO","DGUID","Gender","Age group","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Atlantic Region","2016A00011","Female","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1478294582","2.3.6.8","9157","","","","0"
"2023","Atlantic Region","2016A00011","Female","50 to 59 years","Total, by death status","Number","223","units","0","v1478294583","2.3.6.9","16555","","","","0"
"2023","Atlantic Region","2016A00011","Female","50 to 59 years","Yes, deceased","Number","223","units","0","v1478294584","2.3.6.10","32","","","","0"
"2023","Atlantic Region","2016A00011","Female","50 to 59 years","No, not deceased","Number","223","units","0","v1478294585","2.3.6.11","14253","","","","0"
"2023","Atlantic Region","2016A00011","Female","50 to 59 years","Not stated, deceased","Number","223","units","0","v1478294586","2.3.6.12","2270","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1478294587","2.3.7.1","11511","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1478294588","2.3.7.2","480","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","No, hospitalized","Number","223","units","0","v1478294589","2.3.7.3","5212","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1478294590","2.3.7.4","5819","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294591","2.3.7.5","11511","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1478294592","2.3.7.6","146","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","No, intensive care unit","Number","223","units","0","v1478294593","2.3.7.7","5546","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1478294594","2.3.7.8","5819","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Total, by death status","Number","223","units","0","v1478294595","2.3.7.9","11511","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Yes, deceased","Number","223","units","0","v1478294596","2.3.7.10","105","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","No, not deceased","Number","223","units","0","v1478294597","2.3.7.11","9704","","","","0"
"2023","Atlantic Region","2016A00011","Female","60 to 69 years","Not stated, deceased","Number","223","units","0","v1478294598","2.3.7.12","1702","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1478294599","2.3.8.1","8620","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1478294600","2.3.8.2","641","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","No, hospitalized","Number","223","units","0","v1478294601","2.3.8.3","4455","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1478294602","2.3.8.4","3524","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294603","2.3.8.5","8620","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1478294604","2.3.8.6","145","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","No, intensive care unit","Number","223","units","0","v1478294605","2.3.8.7","4951","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1478294606","2.3.8.8","3524","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Total, by death status","Number","223","units","0","v1478294607","2.3.8.9","8620","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Yes, deceased","Number","223","units","0","v1478294608","2.3.8.10","263","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","No, not deceased","Number","223","units","0","v1478294609","2.3.8.11","6562","","","","0"
"2023","Atlantic Region","2016A00011","Female","70 to 79 years","Not stated, deceased","Number","223","units","0","v1478294610","2.3.8.12","1795","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Total, by hospitalization status","Number","223","units","0","v1478294611","2.3.9.1","13377","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Yes, hospitalized","Number","223","units","0","v1478294612","2.3.9.2","810","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","No, hospitalized","Number","223","units","0","v1478294613","2.3.9.3","8005","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Not stated, hospitalized","Number","223","units","0","v1478294614","2.3.9.4","4562","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1478294615","2.3.9.5","13377","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Yes, intensive care unit","Number","223","units","0","v1478294616","2.3.9.6","70","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","No, intensive care unit","Number","223","units","0","v1478294617","2.3.9.7","8745","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1478294618","2.3.9.8","4562","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Total, by death status","Number","223","units","0","v1478294619","2.3.9.9","13377","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Yes, deceased","Number","223","units","0","v1478294620","2.3.9.10","673","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","No, not deceased","Number","223","units","0","v1478294621","2.3.9.11","8836","","","","0"
"2023","Atlantic Region","2016A00011","Female","80 years and over","Not stated, deceased","Number","223","units","0","v1478294622","2.3.9.12","3868","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1478294623","2.3.10.1","176","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1478294624","2.3.10.2","54","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","No, hospitalized","Number","223","units","0","v1478294625","2.3.10.3","92","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1478294626","2.3.10.4","30","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1478294627","2.3.10.5","176","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1478294628","2.3.10.6","25","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","No, intensive care unit","Number","223","units","0","v1478294629","2.3.10.7","121","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1478294630","2.3.10.8","30","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Total, by death status","Number","223","units","0","v1478294631","2.3.10.9","176","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Yes, deceased","Number","223","units","0","v1478294632","2.3.10.10","23","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","No, not deceased","Number","223","units","0","v1478294633","2.3.10.11","112","","","","0"
"2023","Atlantic Region","2016A00011","Female","Not stated, age group","Not stated, deceased","Number","223","units","0","v1478294634","2.3.10.12","41","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1478294635","2.4.1.1","83","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1478294636","2.4.1.2","6","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","No, hospitalized","Number","223","units","0","v1478294637","2.4.1.3","67","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1478294638","2.4.1.4","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1478294639","2.4.1.5","83","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1478294640","2.4.1.6","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","No, intensive care unit","Number","223","units","0","v1478294641","2.4.1.7","72","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1478294642","2.4.1.8","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Total, by death status","Number","223","units","0","v1478294643","2.4.1.9","83","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Yes, deceased","Number","223","units","0","v1478294644","2.4.1.10","5","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","No, not deceased","Number","223","units","0","v1478294645","2.4.1.11","62","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Total, all age groups","Not stated, deceased","Number","223","units","0","v1478294646","2.4.1.12","16","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1478294647","2.4.2.1","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1478294648","2.4.2.2","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","No, hospitalized","Number","223","units","0","v1478294649","2.4.2.3","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1478294650","2.4.2.4","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294651","2.4.2.5","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1478294652","2.4.2.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","No, intensive care unit","Number","223","units","0","v1478294653","2.4.2.7","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1478294654","2.4.2.8","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Total, by death status","Number","223","units","0","v1478294655","2.4.2.9","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Yes, deceased","Number","223","units","0","v1478294656","2.4.2.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","No, not deceased","Number","223","units","0","v1478294657","2.4.2.11","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","0 to 19 years","Not stated, deceased","Number","223","units","0","v1478294658","2.4.2.12","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1478294659","2.4.3.1","22","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1478294660","2.4.3.2","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","No, hospitalized","Number","223","units","0","v1478294661","2.4.3.3","20","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1478294662","2.4.3.4","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294663","2.4.3.5","22","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1478294664","2.4.3.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","No, intensive care unit","Number","223","units","0","v1478294665","2.4.3.7","20","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1478294666","2.4.3.8","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Total, by death status","Number","223","units","0","v1478294667","2.4.3.9","22","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Yes, deceased","Number","223","units","0","v1478294668","2.4.3.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","No, not deceased","Number","223","units","0","v1478294669","2.4.3.11","19","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","20 to 29 years","Not stated, deceased","Number","223","units","0","v1478294670","2.4.3.12","3","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1478294671","2.4.4.1","11","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1478294672","2.4.4.2","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","No, hospitalized","Number","223","units","0","v1478294673","2.4.4.3","11","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1478294674","2.4.4.4","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294675","2.4.4.5","11","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1478294676","2.4.4.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","No, intensive care unit","Number","223","units","0","v1478294677","2.4.4.7","11","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1478294678","2.4.4.8","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Total, by death status","Number","223","units","0","v1478294679","2.4.4.9","11","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Yes, deceased","Number","223","units","0","v1478294680","2.4.4.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","No, not deceased","Number","223","units","0","v1478294681","2.4.4.11","6","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","30 to 39 years","Not stated, deceased","Number","223","units","0","v1478294682","2.4.4.12","5","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1478294683","2.4.5.1","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1478294684","2.4.5.2","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","No, hospitalized","Number","223","units","0","v1478294685","2.4.5.3","7","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1478294686","2.4.5.4","3","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294687","2.4.5.5","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1478294688","2.4.5.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","No, intensive care unit","Number","223","units","0","v1478294689","2.4.5.7","7","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1478294690","2.4.5.8","3","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Total, by death status","Number","223","units","0","v1478294691","2.4.5.9","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Yes, deceased","Number","223","units","0","v1478294692","2.4.5.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","No, not deceased","Number","223","units","0","v1478294693","2.4.5.11","6","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","40 to 49 years","Not stated, deceased","Number","223","units","0","v1478294694","2.4.5.12","4","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1478294695","2.4.6.1","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1478294696","2.4.6.2","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","No, hospitalized","Number","223","units","0","v1478294697","2.4.6.3","7","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1478294698","2.4.6.4","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294699","2.4.6.5","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1478294700","2.4.6.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","No, intensive care unit","Number","223","units","0","v1478294701","2.4.6.7","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1478294702","2.4.6.8","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Total, by death status","Number","223","units","0","v1478294703","2.4.6.9","10","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Yes, deceased","Number","223","units","0","v1478294704","2.4.6.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","No, not deceased","Number","223","units","0","v1478294705","2.4.6.11","9","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","50 to 59 years","Not stated, deceased","Number","223","units","0","v1478294706","2.4.6.12","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1478294707","2.4.7.1","7","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1478294708","2.4.7.2","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","No, hospitalized","Number","223","units","0","v1478294709","2.4.7.3","4","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1478294710","2.4.7.4","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294711","2.4.7.5","7","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1478294712","2.4.7.6","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","No, intensive care unit","Number","223","units","0","v1478294713","2.4.7.7","5","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1478294714","2.4.7.8","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Total, by death status","Number","223","units","0","v1478294715","2.4.7.9","7","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Yes, deceased","Number","223","units","0","v1478294716","2.4.7.10","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","No, not deceased","Number","223","units","0","v1478294717","2.4.7.11","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","60 to 69 years","Not stated, deceased","Number","223","units","0","v1478294718","2.4.7.12","3","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1478294719","2.4.8.1","4","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1478294720","2.4.8.2","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","No, hospitalized","Number","223","units","0","v1478294721","2.4.8.3","3","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1478294722","2.4.8.4","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1478294723","2.4.8.5","4","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1478294724","2.4.8.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","No, intensive care unit","Number","223","units","0","v1478294725","2.4.8.7","4","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1478294726","2.4.8.8","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Total, by death status","Number","223","units","0","v1478294727","2.4.8.9","4","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Yes, deceased","Number","223","units","0","v1478294728","2.4.8.10","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","No, not deceased","Number","223","units","0","v1478294729","2.4.8.11","3","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","70 to 79 years","Not stated, deceased","Number","223","units","0","v1478294730","2.4.8.12","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Total, by hospitalization status","Number","223","units","0","v1478294731","2.4.9.1","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Yes, hospitalized","Number","223","units","0","v1478294732","2.4.9.2","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","No, hospitalized","Number","223","units","0","v1478294733","2.4.9.3","6","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Not stated, hospitalized","Number","223","units","0","v1478294734","2.4.9.4","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1478294735","2.4.9.5","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Yes, intensive care unit","Number","223","units","0","v1478294736","2.4.9.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","No, intensive care unit","Number","223","units","0","v1478294737","2.4.9.7","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1478294738","2.4.9.8","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Total, by death status","Number","223","units","0","v1478294739","2.4.9.9","8","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Yes, deceased","Number","223","units","0","v1478294740","2.4.9.10","2","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","No, not deceased","Number","223","units","0","v1478294741","2.4.9.11","6","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","80 years and over","Not stated, deceased","Number","223","units","0","v1478294742","2.4.9.12","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1478294743","2.4.10.1","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1478294744","2.4.10.2","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","No, hospitalized","Number","223","units","0","v1478294745","2.4.10.3","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1478294746","2.4.10.4","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1478294747","2.4.10.5","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1478294748","2.4.10.6","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","No, intensive care unit","Number","223","units","0","v1478294749","2.4.10.7","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1478294750","2.4.10.8","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Total, by death status","Number","223","units","0","v1478294751","2.4.10.9","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Yes, deceased","Number","223","units","0","v1478294752","2.4.10.10","0","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","No, not deceased","Number","223","units","0","v1478294753","2.4.10.11","1","","","","0"
"2023","Atlantic Region","2016A00011","Not stated, gender","Not stated, age group","Not stated, deceased","Number","223","units","0","v1478294754","2.4.10.12","0","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1478294755","3.1.1.1","1168829","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1478294756","3.1.1.2","80673","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","No, hospitalized","Number","223","units","0","v1478294757","3.1.1.3","0","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1478294758","3.1.1.4","1088156","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1478294759","3.1.1.5","1168829","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1478294760","3.1.1.6","10142","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","No, intensive care unit","Number","223","units","0","v1478294761","3.1.1.7","70531","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1478294762","3.1.1.8","1088156","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Total, by death status","Number","223","units","0","v1478294763","3.1.1.9","1168829","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Yes, deceased","Number","223","units","0","v1478294764","3.1.1.10","0","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","No, not deceased","Number","223","units","0","v1478294765","3.1.1.11","0","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","Total, all age groups","Not stated, deceased","Number","223","units","0","v1478294766","3.1.1.12","1168829","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1478294767","3.1.2.1","204646","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1478294768","3.1.2.2","2792","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","0 to 19 years","No, hospitalized","Number","223","units","0","v1478294769","3.1.2.3","0","","","","0"
"2023","Quebec Region","2016A00012","Total, all genders","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1478294770","3.1.2.4","201854","","","","0"
